store,initial longitude,initial latitude,neighbor id,neighbor store,neighbor longitude,neighbor latitude,distance,counts,id,business_id,name,address,postal_code,attributes,stars,categories
Press'd The Sandwich Company,-113.4973373,53.51393509,39208,Swiss 2 GO,-113.41384,53.570274,"[198 212 226 555 171 268 142 424 281 129 421  42 409 485 380 507 253 153
 179 337 334 328 139 557  12 359]",7,39208,#NAME?,Swiss 2 GO,4625-118 Avenue,T5W 1B2,"{""RestaurantsGoodForGroups"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""HasTV"":""False"",""GoodForKids"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsTakeOut"":""True"",""Caters"":""True"",""NoiseLevel"":""u'quiet'"",""RestaurantsReservations"":""False"",""OutdoorSeating"":""False"",""RestaurantsPriceRange2"":""2"",""RestaurantsDelivery"":""True""}",4.5,"Food, Sandwiches, Desserts, Restaurants"
Press'd The Sandwich Company,-113.4973373,53.51393509,34130,Boston Pizza,-113.42643,53.598465,[],7,34130,iux1aCw8QkIegDc7q1s_Ug,Boston Pizza,5515 137 Ave NW,T5A 3L4,"{""HasTV"":""True"",""RestaurantsReservations"":""True"",""RestaurantsDelivery"":""True"",""Caters"":""False"",""Alcohol"":""u'full_bar'"",""RestaurantsAttire"":""u'casual'"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""2"",""OutdoorSeating"":""False"",""BikeParking"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",2,"Italian, Restaurants, Pizza"
Press'd The Sandwich Company,-113.4973373,53.51393509,11290,NYF,-113.515854,53.486,[],7,11290,kjAupoMe47MKym3D061tFQ,NYF,"5015 111 Street NW, Unit 903",T6H 4M6,"{""RestaurantsGoodForGroups"":""True"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsPriceRange2"":""1"",""RestaurantsAttire"":""'casual'"",""OutdoorSeating"":""False"",""GoodForKids"":""True""}",2.5,"Fast Food, Food, Specialty Food, Restaurants"
Press'd The Sandwich Company,-113.4973373,53.51393509,92998,Tim Hortons,-113.64416,53.54068,[252 146 137 156 422 218   9 423],7,92998,uwtZHsvaENUXhUD--_JU2A,Tim Hortons,18531 Stony Plain Road NW,T5S 2X6,"{""BikeParking"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsDelivery"":""False"",""WiFi"":""u'free'"",""RestaurantsAttire"":""u'casual'"",""OutdoorSeating"":""False"",""RestaurantsTakeOut"":""True"",""NoiseLevel"":""u'average'"",""RestaurantsGoodForGroups"":""True"",""Alcohol"":""u'none'"",""RestaurantsPriceRange2"":""1"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""GoodForKids"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""Caters"":""False"",""HasTV"":""True"",""RestaurantsReservations"":""False""}",3,"Delis, Restaurants, Coffee & Tea, Sandwiches, Food"
Panago Pizza,-113.6296234,53.49991226,61143,Tim Hortons,-113.47882,53.679195,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],1,61143,qjkxF-JjH3JW4hlftSq7KA,Tim Hortons,,T5Y 0P5,"{""WiFi"":""'free'"",""RestaurantsGoodForGroups"":""True"",""BikeParking"":""True"",""GoodForKids"":""True"",""HasTV"":""True"",""Alcohol"":""'none'"",""RestaurantsTakeOut"":""True"",""OutdoorSeating"":""False"",""RestaurantsAttire"":""'casual'"",""RestaurantsReservations"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""Caters"":""False"",""RestaurantsPriceRange2"":""2"",""NoiseLevel"":""'average'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsDelivery"":""False""}",4,"Restaurants, American (New), Food, Breakfast & Brunch, Sandwiches, Coffee & Tea"
Memphis Blues Barbeque House,-113.5384521,53.63058853,31255,Panda Express,-113.483,53.44246,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],3,31255,XAE2qfI3yz0StQ1DeGxm2Q,Panda Express,1330-99 Street NW,T6N 0A8,"{""HasTV"":""True"",""Caters"":""True"",""RestaurantsTableService"":""False"",""RestaurantsGoodForGroups"":""True"",""NoiseLevel"":""u'average'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""Alcohol"":""u'none'"",""OutdoorSeating"":""None"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""RestaurantsPriceRange2"":""2"",""RestaurantsAttire"":""u'casual'"",""DriveThru"":""False"",""GoodForKids"":""True""}",2.5,"Chinese, Fast Food, Restaurants"
KFC,-113.6267853,53.5391922,52405,La Shish Taouk,-113.6104,53.54196,[  1 407 175 483 386 527 464],5,52405,y_Y_xOumKsog7mLFvgOXnQ,La Shish Taouk,224 Mayfield Common NW,T5P 4P3,"{""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""False"",""Caters"":""False"",""HasTV"":""True"",""RestaurantsPriceRange2"":""2"",""GoodForKids"":""True"",""Alcohol"":""u'full_bar'"",""OutdoorSeating"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsGoodForGroups"":""True"",""WiFi"":""'free'"",""NoiseLevel"":""u'average'"",""RestaurantsReservations"":""True"",""BikeParking"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}",3.5,"Restaurants, Lebanese, Middle Eastern"
KFC,-113.6267853,53.5391922,60615,McDonalds,-113.48694,53.46825,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],5,60615,A1hHP1HZfebuI9-sdieZBQ,McDonalds,34 Avenue 99 Street,T5V 1T8,"{""HasTV"":""True"",""GoodForKids"":""True"",""RestaurantsGoodForGroups"":""True"",""OutdoorSeating"":""True"",""Caters"":""False"",""RestaurantsReservations"":""False"",""RestaurantsPriceRange2"":""1"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsAttire"":""u'casual'"",""WiFi"":""u'free'"",""RestaurantsTakeOut"":""True"",""NoiseLevel"":""u'quiet'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""BikeParking"":""True"",""Alcohol"":""u'none'"",""GoodForMeal"":""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"",""DriveThru"":""True"",""RestaurantsDelivery"":""True""}",2,"Fast Food, Restaurants"
KFC,-113.6267853,53.5391922,14331,Tiramisu Bistro,-113.53616,53.55236,[146 137 156 422 218  17   9],5,14331,Itwlyh07-B1CBvreY4ixjw,Tiramisu Bistro,10750 124th Street,T5M 4A4,"{""RestaurantsTakeOut"":""True"",""NoiseLevel"":""u'average'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsPriceRange2"":""2"",""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""HasTV"":""False"",""RestaurantsAttire"":""u'casual'"",""RestaurantsDelivery"":""False"",""RestaurantsReservations"":""True"",""Caters"":""False"",""WiFi"":""u'free'"",""BikeParking"":""True"",""OutdoorSeating"":""True"",""Alcohol"":""u'beer_and_wine'""}",3,"Breakfast & Brunch, Food, Coffee & Tea, Specialty Food, Pizza, Bakeries, Desserts, Restaurants, Italian"
KFC,-113.6267853,53.5391922,5821,Pampa Brazilian Steakhouse,-113.48256,53.426113,[ 51  96 399 113 220  36  77 480  59  37],5,5821,SXAQjjOCIuSJtthvWM7nWg,Pampa Brazilian Steakhouse,9626 Ellerslie Road SW,T6X 0N5,"{""BikeParking"":""True"",""Caters"":""False"",""RestaurantsDelivery"":""False"",""WiFi"":""u'free'"",""RestaurantsTableService"":""True"",""DogsAllowed"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Alcohol"":""u'full_bar'"",""RestaurantsReservations"":""True"",""RestaurantsPriceRange2"":""3"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""NoiseLevel"":""'average'"",""RestaurantsGoodForGroups"":""True"",""OutdoorSeating"":""None"",""RestaurantsAttire"":""'dressy'"",""WheelchairAccessible"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"",""HasTV"":""False"",""GoodForMeal"":""{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}""}",3.5,"Steakhouses, Brazilian, Restaurants"
KFC,-113.6267853,53.5391922,21414,Red Robin Gourmet Burgers and Brews,-113.515205,53.545876,[305 325 158],5,21414,6-iHwK72Ji9yP9lY0CH4LQ,Red Robin Gourmet Burgers and Brews,11215 104th Ave,T5K 2S1,"{""RestaurantsGoodForGroups"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsAttire"":""u'casual'"",""Caters"":""False"",""BikeParking"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsReservations"":""True"",""WiFi"":""'free'"",""GoodForKids"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""OutdoorSeating"":""True"",""RestaurantsTakeOut"":""True"",""Alcohol"":""u'full_bar'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""DriveThru"":""False"",""HasTV"":""True"",""NoiseLevel"":""u'average'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"",""RestaurantsTableService"":""True"",""DogsAllowed"":""False""}",3.5,"American (Traditional), Restaurants, Burgers, Hot Dogs"
Chili's Texas Grill,-113.4950333,53.46722794,31389,Denny's,-113.42149,53.456284,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],6,31389,QYcbAQu6Bp_MjP29OwRuvA,Denny's,5011 25th Ave,T6L 7A7,"{""RestaurantsGoodForGroups"":""True"",""WiFi"":""None"",""NoiseLevel"":""u'average'"",""RestaurantsTakeOut"":""True"",""RestaurantsAttire"":""u'casual'"",""Alcohol"":""u'beer_and_wine'"",""RestaurantsPriceRange2"":""1"",""Caters"":""False"",""RestaurantsTableService"":""True"",""RestaurantsReservations"":""False"",""HasTV"":""True"",""OutdoorSeating"":""True"",""Ambience"":""{u'hipster': None, u'casual': True, u'touristy': None, u'trendy': False, u'intimate': False, u'romantic': None, u'classy': False, u'upscale': False}"",""GoodForKids"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True"",""BusinessParking"":""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}""}",2.5,"Restaurants, Breakfast & Brunch, Diners, American (Traditional)"
Chili's Texas Grill,-113.4950333,53.46722794,60184,Wendy's,-113.52042,53.520607,[293  82],6,60184,aJ74ST15owEQrf71ojMrbg,Wendy's,8427 112 Street Nw,T6G 1K6,"{""RestaurantsAttire"":""u'casual'"",""WiFi"":""'no'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsPriceRange2"":""1"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""HasTV"":""True"",""Alcohol"":""u'none'"",""NoiseLevel"":""u'average'"",""Caters"":""False"",""RestaurantsDelivery"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""OutdoorSeating"":""True"",""BikeParking"":""True"",""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True""}",2,"Burgers, Fast Food, Restaurants"
Chili's Texas Grill,-113.4950333,53.46722794,17942,Royal Pizza,-113.49078,53.422653,"[198 212 226 555 171 268 142 424 281 129 421  42 409 485 380 507 253 153
 179 337 334 328 139 557  12 359]",6,17942,ei5ckP4cJX26uskKYUWsBA,Royal Pizza,1214 101 Street SW,T6X 0P1,"{""RestaurantsGoodForGroups"":""True"",""HasTV"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsReservations"":""True"",""OutdoorSeating"":""False"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}",4,"Pizza, Chicken Wings, Restaurants"
Chili's Texas Grill,-113.4950333,53.46722794,22149,Tim Hortons,-113.64051,53.55879,[],6,22149,_FNtyJvpNMnGmnO6QkCuOg,Tim Hortons,18403 111 Avenue NW,T5S 2V5,"{""NoiseLevel"":""u'average'"",""RestaurantsPriceRange2"":""1"",""RestaurantsTakeOut"":""True"",""Alcohol"":""u'none'"",""RestaurantsGoodForGroups"":""True"",""BikeParking"":""True"",""RestaurantsReservations"":""False"",""Caters"":""False"",""GoodForKids"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""RestaurantsDelivery"":""False"",""HasTV"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsAttire"":""u'casual'"",""OutdoorSeating"":""None""}",3,"Food, Coffee & Tea, Delis, Sandwiches, Restaurants"
Chili's Texas Grill,-113.4950333,53.46722794,33557,The Keg Steakhouse + Bar,-113.61611,53.537468,"[468 467 104 128 351 379 536 183 214 460 167 107  50  87 120  33 141  11
 367 349 283 308  28 494   4 375 420 492]",6,33557,7lYEpGuGKqh69ik7_ZKbpQ,The Keg Steakhouse + Bar,9960 170 St Nw,T5T 5L5,"{""RestaurantsAttire"":""u'dressy'"",""RestaurantsPriceRange2"":""3"",""Alcohol"":""u'full_bar'"",""RestaurantsReservations"":""True"",""GoodForKids"":""False"",""NoiseLevel"":""u'average'"",""RestaurantsDelivery"":""False"",""HappyHour"":""True"",""OutdoorSeating"":""True"",""BestNights"":""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"",""GoodForMeal"":""{'dessert': True, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': True, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"",""Music"":""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"",""WiFi"":""u'no'"",""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': None, 'street': False, 'validated': None, 'lot': True, 'valet': False}"",""HasTV"":""True"",""BikeParking"":""False""}",4.5,"Nightlife, Steakhouses, Bars, Restaurants, Seafood"
Chili's Texas Grill,-113.4950333,53.46722794,96190,KFC,-113.408844,53.454193,[],6,96190,_2tFRpBYAZPDvktMw6sh0g,KFC,4259 - 23rd Avenue,T6L 5Z8,"{""BusinessParking"":""None"",""RestaurantsTakeOut"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""DriveThru"":""True"",""RestaurantsDelivery"":""True""}",1,"Fast Food, Restaurants, Chicken Shop, Chicken Wings, American (Traditional)"
Five Guys,-113.3993912,53.61560059,83664,The Canadian Brewhouse,-113.50997,53.54591,[  1 407 175 483 386 527 464],7,83664,MMOeXmCQ0MCWl4OInCnfWQ,The Canadian Brewhouse,10338 - 109 Street,T5J 4X9,"{""RestaurantsAttire"":""u'casual'"",""BikeParking"":""True"",""GoodForKids"":""False"",""RestaurantsPriceRange2"":""2"",""HasTV"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""RestaurantsDelivery"":""False"",""Caters"":""True"",""RestaurantsGoodForGroups"":""True"",""OutdoorSeating"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsTakeOut"":""True"",""WiFi"":""'free'"",""NoiseLevel"":""u'loud'"",""Alcohol"":""u'full_bar'"",""RestaurantsReservations"":""True"",""BestNights"":""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"",""GoodForDancing"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}",3.5,"Canadian (New), Sports Bars, Nightlife, Restaurants, Bars"
Five Guys,-113.3993912,53.61560059,61760,Dairy Queen Grill & Chill,-113.49846,53.487568,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],7,61760,ROiQ3grJJWGjY3OecJNrYw,Dairy Queen Grill & Chill,"10421 51st Ave, South Trail Corners",T6H 0K4,"{""RestaurantsPriceRange2"":""1"",""BikeParking"":""True"",""Caters"":""False"",""RestaurantsAttire"":""'casual'"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"",""OutdoorSeating"":""True"",""NoiseLevel"":""u'quiet'"",""WiFi"":""'no'"",""GoodForKids"":""True"",""Alcohol"":""'none'"",""RestaurantsGoodForGroups"":""True"",""HasTV"":""True"",""BusinessParking"":""{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False}"",""DriveThru"":""True"",""RestaurantsDelivery"":""True""}",2,"Restaurants, Fast Food, Burgers, Ice Cream & Frozen Yogurt, Food"
Five Guys,-113.3993912,53.61560059,30434,T&T Supermarket,-113.62391,53.52353,[ 51  96 399 113 220  36  77 480  59  37],7,30434,-4qgeqxb2hKe3dUUH__j8Q,T&T Supermarket,8882 170th Street,T5T 4M2,"{""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsPriceRange2"":""2"",""NoiseLevel"":""u'loud'"",""RestaurantsDelivery"":""False"",""WiFi"":""'no'"",""HasTV"":""False"",""BikeParking"":""True"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""Alcohol"":""u'none'"",""Caters"":""False"",""RestaurantsReservations"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""OutdoorSeating"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsAttire"":""'casual'""}",4,"Ethnic Food, Imported Food, International Grocery, Chinese, Grocery, Food, Restaurants, Specialty Food"
Twisted Yogurt,-113.4942856,53.47163773,9439,Edo Japan,-113.56835,53.453617,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],3,9439,0yjMfavV_BVNPSClSomboA,Edo Japan,14307 23 Avenue Nw,T6R 3B9,"{""RestaurantsAttire"":""'casual'"",""RestaurantsPriceRange2"":""1"",""WiFi"":""'free'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""GoodForKids"":""True"",""BikeParking"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsDelivery"":""True"",""HasTV"":""True""}",3.5,"Restaurants, Japanese, Fast Food"
Twisted Yogurt,-113.4942856,53.47163773,46100,Dairy Queen,-113.51939,53.518368,[146 137 156 422 218  17   9],3,46100,8Q26tswK7ZVmRkNGHXCOMQ,Dairy Queen,11136 82nd Avenue NW,T6G 2L8,"{""Caters"":""False"",""RestaurantsAttire"":""u'casual'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""NoiseLevel"":""u'quiet'"",""RestaurantsPriceRange2"":""1"",""WiFi"":""u'no'"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""False"",""OutdoorSeating"":""False"",""RestaurantsTableService"":""False"",""BikeParking"":""True"",""DriveThru"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""Alcohol"":""u'none'"",""GoodForKids"":""True"",""HasTV"":""True"",""GoodForMeal"":""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}",1.5,"Food, Fast Food, Restaurants, Ice Cream & Frozen Yogurt"
Twisted Yogurt,-113.4942856,53.47163773,101394,KFC,-113.626785,53.539192,[305 325 158],3,101394,7uS3AAV7Scm1Uuv2dfqc4Q,KFC,10021 178th Street,T5S 1T2,"{""RestaurantsAttire"":""'casual'"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""False"",""GoodForKids"":""False"",""HasTV"":""False"",""RestaurantsPriceRange2"":""1"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""OutdoorSeating"":""False"",""RestaurantsDelivery"":""True"",""RestaurantsTakeOut"":""True"",""DriveThru"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""WiFi"":""'no'""}",1,"Restaurants, Food, Chicken Shop, Chicken Wings, American (Traditional), Fast Food"
Nhon Hoa Sandwich Bar,-113.4933319,53.51830292,61659,Boston Pizza,-113.6164,53.525276,[  1 407 175 483 386 527 464],10,61659,dr28-47iiszKAHOvqjqDoA,Boston Pizza,17002 90th Avenue,T5T 1L6,"{""RestaurantsReservations"":""True"",""RestaurantsAttire"":""u'casual'"",""WiFi"":""'no'"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True"",""OutdoorSeating"":""True"",""RestaurantsGoodForGroups"":""True"",""HasTV"":""True"",""RestaurantsPriceRange2"":""2"",""GoodForKids"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""Alcohol"":""u'full_bar'"",""BikeParking"":""True"",""Ambience"":""{'touristy': None, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"",""GoodForMeal"":""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': None}""}",2.5,"Italian, Pizza, Restaurants"
Nhon Hoa Sandwich Bar,-113.4933319,53.51830292,83182,Taco Bell,-113.491,53.621765,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],10,83182,b-6ZASm4dBCpPtJnmat7GQ,Taco Bell,9626 160 Avenue Nw,T5Z 3S6,"{""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""False"",""RestaurantsDelivery"":""False"",""RestaurantsTableService"":""False"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsTakeOut"":""True"",""NoiseLevel"":""u'average'"",""GoodForKids"":""True"",""HasTV"":""True"",""OutdoorSeating"":""False"",""Alcohol"":""u'none'"",""DriveThru"":""True"",""RestaurantsGoodForGroups"":""False"",""RestaurantsPriceRange2"":""1""}",1.5,"Fast Food, Restaurants, Mexican"
Nhon Hoa Sandwich Bar,-113.4933319,53.51830292,67454,Wendy's,-113.49041,53.46717,[146 137 156 422 218  17   9],10,67454,pq7ojvhTFGaynpLZFyX4Bg,Wendy's,10195 - 34th Avenue,T6E 6J8,"{""RestaurantsDelivery"":""False"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""OutdoorSeating"":""False"",""RestaurantsReservations"":""False"",""RestaurantsAttire"":""'casual'"",""RestaurantsPriceRange2"":""1"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""HasTV"":""True""}",2.5,"Fast Food, Restaurants, Burgers, Canadian (New)"
Nhon Hoa Sandwich Bar,-113.4933319,53.51830292,69336,Queen Donair,-113.506226,53.541107,[305 325 158],10,69336,OP7nOyJj7w93DvcNX4HdCQ,Queen Donair,10752 Jasper Avenue NW,T5J 2A7,"{""RestaurantsAttire"":""'casual'"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""1"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsReservations"":""False"",""BikeParking"":""True"",""RestaurantsDelivery"":""True"",""HasTV"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""OutdoorSeating"":""False"",""WiFi"":""u'free'"",""WheelchairAccessible"":""True""}",3,"Restaurants, Donairs, Fast Food, Food"
Nhon Hoa Sandwich Bar,-113.4933319,53.51830292,72780,Subway,-113.48564,53.517387,[293  82],10,72780,al-VBrMfrvecfnysfDBapQ,Subway,8127 99th St,T6E 3S9,"{""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsAttire"":""'casual'"",""BikeParking"":""False"",""HasTV"":""True"",""RestaurantsPriceRange2"":""1"",""RestaurantsGoodForGroups"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsReservations"":""False"",""WiFi"":""u'free'""}",4,"Restaurants, Sandwiches, Fast Food"
